Название,Оценка Film.ru,Оценка IMDb,Оценка пользователей,Год,Жанр,Страна,время,режиссер,сценарий,премьера,бюджет,сборы,кинопрокат,производство,другие названия,ссылки,режиссеры,длительность
Гарри Поттер и Принц-полукровка,7,7.6,7.8,2009,боевик,приключения,2 часа 18 минут,Дэвид Йейтс,Джоан Роулинг,16.07.2009 (РФ),250000000 $,588 380 583 руб. (РФ),Каро Премьер,"Warner Bros., Heyday Films","The Half-Blood Prince, Harry Potter dhe Princi Gjakpërzier, Harry Potter y el misterio del príncipe, Harry Potter et le prince de sang-mêlé, Хари Потър и Нечистокръвният принц, Harry Potter e o Enigma do Príncipe, Harry Potter et le Prince de sang-mêlé, Hali Bote yu hunxue wangzi, Harry Potter a Princ dvojí krve, Harry Potter und der Halbblutprinz, Harry Potter og halvblodsprinsen, Harry Potter ja segavereline prints, Harry Potter i el misteri del príncep, Harry Potter ja puoliverinen prinssi, Harry Potter och halvblodsprinsen, O Harry Potter kai o imiaimos prigips, Ο Χάρι Πότερ και ο ημίαιμος πρίγκιψ, Halei Bodak - Wanhyut wongji dik buibun, Harry Potter i Princ miješane krvi, Harry Potter és a félvér herceg, Harry Potter e il principe mezzosangue, Harii Pottâ to nazo no purinsu, Haris Poteris ir netikras princas, Harry Potter wa al-amir al-hajin, Хари Потер и Полукрвниот Принц, Harry Potter en de halfbloed prins, Harry Potter i Książę Półkrwi, Harry Potter e o Príncipe Misterioso, Harry Potter si printul semipur, Hari Poter i Polukrvni princ, Harry Potter och Halvblodsprinsen, Harry Potter a Polovicný princ, Harry Potter ve Melez Prens, Harry Potter ve melez prens, Hali Bote - Hunxue wangzi de beipan, Гаррi Поттер та напiвкровний принц, Harry Potter and the Half-Blood Prince: An IMAX 3D Experience, Harry Potter y el misterio del Príncipe, HP and the HBP, Harry Potter y el misterio del principe, arry Potter et le prince de sang-mêlé, 哈利波特与混血王子, 哈利波特－混血王子的背叛, Harry Potter VehaNasich Hatzuy-Hadam, ハリー・ポッターと謎のプリンス, Harijs Poters un Jauktasiņu Princis, Harry Potter și Prințul Semipur, Хари Потер и Полукрвни принц, Harry Potter a Polovičný princ, Harry Potter in Princ mesane krvi, 哈利波特：混血王子的背叛, Гаррі Поттер та напівкровний принц, Garri Potter va Tilsim shahzodasi, Harry Potter và Hoàng Tử Lai",,,
Контроль,7,7.6,7.1,2007,биографический,драма,2 часа 2 минуты,Антон Корбайн,Мэтт Гринхолф,27.03.2008 (РФ),6500000 $,$872 252 (США),Кино Без Границ,"Becker Films, CINV, Claraflora, EM Media, European Regional Development Fund, IFF, NorthSee, Three Dogs and a Pony, Warner Music","Controle - A História de Ian Curtis, Controle: A História de Ian Curtis, Контрол, コントロール, Kontrole, Kontrola, Nadzor, 控制, Kontrol",Дымом в небо (Иван Куликов),,
SuperПерцы,7,7.6,6.3,2007,комедия,США,1 час 53 минуты,Грег Моттола,Эван Голдберг,27.09.2007 (РФ),20000000 $,55 475 170 руб. (РФ),Walt Disney Studios,"Columbia Pictures, Apatow Productions","Super cool, Supergrave, Суперяки, Superbad: É Hoje, Supermalades, Superbad: ülikõva!, Supersalidos, SuperGrave, Superbad - avagy miért ciki a szex?, Superbad - Maiali dietro ai banchi, Suxbad: Tre menti sopra il pelo, Súper cool, Supercool, Supersamiec, Super Baldas, Super rau, Kul momci, Supersugen, Superzur, Çok fena, Супер перцi, Separation Anxiety, Super Cool, スーパーバッド　童貞ウォーズ, Supergriboši, Kietakiaušiai, Super-răi, Кул момци, 男孩我最壞, Супер перці",Официальный русский сайтОфициальный сайт (англ.),,
"Прощай, детка, прощай",7,7.6,7,2007,детектив,драма,1 час 54 минуты,Бен Аффлек,Деннис Лихейн,08.11.2007 (РФ),19000000 $,$20 300 218 (США),Walt Disney Studios,"Miramax, The Ladd Company, LivePlanet","Desapareció una noche, Жертва на спасение, Medo da Verdade, Gone Baby gone - Kein Kinderspiel, Kui lapsuke kaob..., Adiós pequeña, adiós, Horis ihni, Χωρίς ίχνη, Nestala bez traga, Hideg nyomon, Dingusioji, Gdzie jestes Amando?, Vista Pela Última Vez..., Disparuta fara urma, Zbogom, puncka, Kizimi kurtarin, Gone Baby Gone - Kein Kinderspiel, ゴーン・ベイビー・ゴーン, Gdzie jesteś, Amando?, Gdzie jesteś, Amando, Нестала без трага, 失蹤人口, Kızımı kurtarın, Бувай, дитинко, бувай, Đứa Bé Mất Tích","Крутой детектив (Заира Озова, ""TimeOut Москва"")Официальный сайт (англ.)",,
Порок на экспорт,7,7.6,6.8,2007,детектив,драма,1 час 40 минут,Дэвид Кроненберг,Стивен Найт,04.10.2007 (РФ),43500000 $,19 377 135 руб. (РФ),Парадиз,"Kudos Film and Television, BBC Films, Serendipity Point Films, Corus Entertainment, Scion Films, Shine Pictures, Astral Media, Téléfilm Canada, Focus Features","Promesas del este, Les promesses de l'ombre, Източни обещания, Senhores do Crime, Promesses de l'ombre, Východní přísliby, Tödliche Versprechen - Eastern Promises, Lubadused idast, Promeses de l'est, Epikindynes yposheseis, Επικίνδυνες υποσχέσεις, Ruska obećanja, Eastern promises - Gyilkos ígéretek, Simanim shel Kavod, La promessa dell'assassino, Îsutan puromisu, Rytietiski pazadai, Promesas peligrosas, Wschodnie obietnice, Promessas Perigosas, Lorzii crimei, Zakletva, Smrtne obljube, Sark Vaatleri","Арагорн говорит по-русски (Евгений Гусятинский, ""Русский репортер"")Бандит датский (Олег Сулькин, ""Новое русское слово"")Официальный русский сайт",,
12,7,7.6,7.5,2007,драма,триллер,2 часа 33 минуты,Никита Михалков,Александр Новотоцкий,20.09.2007 (РФ),,169 892 028 руб. (РФ),Каропрокат,ТриТэ,"12 разгневанных мужчин (рабочее название), Двенадцать","""12"": за и против (Валерий Кичин)Сергей Гармаш: Я многому учился у кино (Валерий Кичин, ""Российская газета"")Страница фильма на сайте студии ""ТриТэ""Страница фильма на сайте ""Кино России""Фоторепортаж с пресс-конференции Никиты Михалкова и съемочной группы фильма ""12"" (Олеся Волкова)Официальный сайт (англ.)",,
300 спартанцев,7,7.6,7.6,2006,боевик,драма,1 час 42 минуты,Зак Снайдер,  ...,22.03.2007 (РФ),65000000 $,260 515 049 руб. (РФ),Каро Премьер,"Warner Bros., Legendary Entertainment, Virtual Studios, Hollywood Gang Productions, Atmosphere Entertainment MM, Mel's Cite du Cinema, Nimar Studios","300, 300: The IMAX Experience, 300: Bitva u Thermopyl, 300 - Bitka kod Termopila, 300 Paruthi Veerargal, 300, Eroii de la Termopile, 300 Spartali, ３００ ＜スリーハンドレッド＞, 300: Termopilu kauja, 300: Eroii de la Termopile, 300: Битка код Термопила, 300: Bitka pri Termopylách, 300壯士：斯巴達的逆襲, 300 Spartalı, 300 спартанців, 300 Chiến Binh, 300: Battle of Thermopylae","Официальный русский сайтОфициальный сайт (англ.)""300 покемонов"" (Дмитрий Иваненко)Спарта-чемпион (Юрий Гладильщиков, ""Русский Newsweek"")Кино ручной работы (Михаил Трофименков, ""Коммерсантъ"")Бой в системе (Рита Русакова, ""Коммерсантъ"")",,
Не пойман - не вор,7,7.6,7.2,2006,детектив,драма,2 часа 9 минут,Спайк Ли,Расселл Гевирц,13.04.2006 (РФ),45000000 $,$88 513 495 (США),UPI,"Universal Pictures, Imagine Entertainment, 40 Acres & A Mule Filmworks, GH Two","El plan perfecto, Човек отвътре, O Plano Perfeito, L'informateur, Spojenec, Keegi seestpoolt, Plan oculto, Inside Man - L'homme de l'intérieur, O ypokinitis, Ο υποκινητής, Insider, A belső ember, Ha'ish she'bifnim, Savas zmogus, Plan doskonaly, Plan doskonały, Infiltrado, Omul din interior, Čovek iznutra, Insajder, Içerideki adam, Moukheltebeli, インサイド・マン, Savas žmogus, Инсајдер, Banková lúpež, 臥底, İçerideki adam, Не впіймали - не злодій, Điệp Vụ Kép",Официальный русский сайтОфициальный сайт (англ.)Не умеешь -- не воруй (К.Тарханова),,
Матч Поинт,7,7.6,7,2005,драма,мелодрама,2 часа 4 минуты,Вуди Аллен,Вуди Аллен,01.01.2006 (РФ),15000000 $,$23 151 529 (США),Централ Партнершип,"BBC Films, Thema Production, Jada Productions, Kudu Films, Dreamworks Pictures","Мач Пойнт, Ponto Final: Match Point, Balle de match, Završni udarac, Nekoudat mifgash, Uzvaras Punkts, La provocación, Wszystko gra, Zadnji udarec, Maç sayisi, Woody Allen Summer Project, 赛末点, Matšpall, マッチポイント, Uzvaras punkts, Lemiamas taškas, Завршни ударац, 愛情決勝點, Maç sayısı, Матч-пойнт","Официальный сайт (англ.)Страница фильма на сайте Каннского кинофестиваля (англ./франц.)Канн-2005: О войнах земных и звездных (Валерий Кичин, ""Российская газета"")Засада с теннисным мячиком (К.Тарханова)",,
21 грамм,7,7.6,7.5,2003,драма,триллер,2 часа 4 минуты,Алехандро Гонсалес Иньярриту,Гильермо Арриага,18.03.2004 (РФ),20000000 $,$16 290 476 (США),Парадиз,"This Is That Productions, Y Productions, Mediana Productions Filmgesellschaft","21 gramos, 21 Gramas, 21 Грама, 21 grammes, 21 gram, 21 grammi, 21 grammaa, 21 Grammaa, 21 Gramm, 21 grammaria, 21 γραμμάρια, 21 gramm, 21 Geram, 21グラム, 21 gramas, 21 gramów, 21 de grame, 21 грам, 21 gramov, 靈魂的重量, Những Mảnh Đời Bất Hạnh",Официальный американский сайтОфициальный английский сайтСучка-душонка (К.Тарханова),,
Реальная любовь,7,7.6,7.4,2003,драма,комедия,2 часа 15 минут,Ричард Кертис,Ричард Кертис,23.12.2021 (РФ),40000000 $,$59 696 144 (США),Централ Партнершип,"Universal Pictures, StudioCanal, Working Title Films, DNA Films","Realmente amor, Tatsächlich... Liebe, Наистина любов, Simplesmente Amor, Réellement l'amour, Láska nebeská, Armastus on see..., Rakkautta vain, Love Actually Is All Around, Untitled Richard Curtis Project, Agapi einai..., Αγάπη είναι..., Zapravo ljubav, Igazából szerelem, Ahava Ze Kol Ha-Sippur, Love Actually - L'amore davvero, Tegyvuoja meile, To wlasnie milosc, O Amor Acontece, U stvari ljubav, Pravzaprav ljubezen, Ask her yerde, Реальне кохання,",Официальный американский сайт (англ.)Официальный английский сайт (англ.)Официальный сайт (исп.)Маленькой елочке нехолодно зимой (К.Тарханова),,
Человек без прошлого,7,7.6,7.4,2002,драма,комедия,1 час 37 минут,Аки Каурисмяки,Аки Каурисмяки,27.02.2003 (РФ),8000000 $,$921 847 (США),Интерсинема,"Sputnik, Yleisradio (YLE), Pandora Filmproduktion, ZDF, Arte, Network Movie Film-und Fernsehproduktion, Pyramide Productions, Arte France Cinéma, Canal+, Centre national du cinéma et de l'image animée (CNC), Bavaria Film","The Man Without a Past, Der Mann ohne Vergangenheit, Irtolainen, L'homme sans passй, L'uomo senza passato, The Man Without a Past, El hombre sin pasado, O Homem Sem Passado, Мъжът без минало, L'homme sans passé, Muž bez minulosti, Manden uden fortid, Soppajono, Irralliset, Irtolaiset, Mannen utan minne, Ο άνθρωπος χωρίς παρελθόν, A múlt nélküli ember, 過去のない男, Zmogus be praeities, Mannen uten minne, Człowiek bez przeszłości, Čovek bez prošlosti, Muz bez minulosti, Un hombre sin pasado, 沒有過去的男人, Geçmişi olmayan adam","Официальный сайт (нем.)Страница о фильме на сайте компании ""Bavaria Film International""Человек без ружья (К.Тарханова)Денди бомжовых окраин (Валерий Кичин, ""Российская газета"")Московский кинофестиваль в кадре и за кадром (Георгий Дарахвелидзе)Сегодня битва с дураками (К.Тарханова)",,
Звездные Войны: Эпизод III - Месть ситхов,7,7.6,8,2005,боевик,приключения,2 часа 20 минут,Джордж Лукас,Джордж Лукас,19.05.2005 (РФ),113000000 $,$380 270 577 (США),Гемини,"Lucasfilm, Mestiere Cinema, Pandora Films, Santa International Film Productions Co. Ltd., CTV Services","Звездные войны. Эпизод III: Месть ситхов, Star Wars: Episode III — Revenge of the Sith, Revenge of the Sith, Star Wars III: Revenge of the Sith, Star Wars: Episode III, Star Wars: Episode III - Die Rache der Sith, Star Wars: Episode III - Revenge of the Sith 3D, Star Wars: Episodio III - La vendetta dei Sith, Star Wars: Revenge of the Sith, Звездные войны. Эпизод III: Месть ситхов, Star Wars: Episodio III - La venganza de los Sith, Star wars: Episode III - La revanche des sith, Star Wars, Episódio III: A Vingança dos Sith, Междузвездни войни: Епизод III - Отмъщението на Ситите, 星球大战前传3：西斯的复仇, Ratovi zvijezda: Epizoda III - Osveta sitha, Star Wars: Pomsta Sithu, Hvězdné války III: Pomsta Sithů, Star Wars: Episode III - Sith-fyrsternes hævn, Star wars: Osa III - Sithi kättemaks, Star Wars: Episodi III - Sithin kosto, Star Wars: Episod III - Mörkrets hämnd, Star Wars: Sithin kosto, Star Wars : Épisode III - La Revanche des Sith, Star Wars: Επεισόδιο 3 - Η εκδίκηση των Σιθ, Star Wars: Epeisodio III - I ekdikisi ton Sith, Star Wars III: I ekdikisi ton Sith, Ο πόλεμος των άστρων: επεισόδιο 3 - η εκδίκηση των Σιθ, Ο πόλεμος των άστρων: Επεισόδιο 3 - Η εκδίκηση των Σιθ, Star Wars III. rész - A Sith-ek bosszúja, Milhemet ha'kohavim, perek III: nikmat ha'Sith, Sutâ wôzu episoddo 3 - Shisu no fukushû, スター・ウォーズ　エピソード3 シスの復讐, スター・ウォーズ エピソード3, シスの復讐, Жұлдызды соғыстар: Эпизод III - Ситхтер кегі, Zvaigžņu kaŗi: III Daļa. Situ atriebība, Žvaigždžių karai. Sitų kerštas, Perang bintang: Episod III - Dendam kumpulan sith, La guerra de las galaxias: Episodio III - La venganza de los Sith, Star Wars, Episodio III: La venganza de los Sith, Star Wars: Episode III - Sithene tar hevn, La guerra de las galaxias: Episodio III - La venganza de los sith, Gwiezdne wojny: Część III - Zemsta Sithów, Star Wars: Episódio III - A Vingança dos Sith, Războiul stelelor - Episodul III: Răzbunarea Lorzilor Sith, Ратови звезда: Епизода III - Освета сита, Звездани ратови: Епизода III - Освета сита, Hviezdne vojny III: Pomsta Sithov, Vojna zvezd: Epizoda III - Mascevanje Sitha, Star Wars: Episodio III - La venganza de los sith, Star Wars: Episodi III - La venjança dels sith, 星際大戰第三部曲：西斯大帝的復仇, Yıldız Savaşları: Bölüm III - Sith'in İntikamı, Зоряні війни: Епізод 3 - Помста сітхів, Star Wars: Episodio lll - La venganza de los Sith, Chiến Tranh Giữa Các Vì Sao 3: Người Sith Báo Thù","Официальный сайт (англ.)Страница фильма на сайте AlloCine.com (франц.)Канн-2005: Цепные псы Империй (Валерий Кичин, ""Российская газета"")Сеточка Макиавелли на звездном Мустафаре (К.Тарханова)",,
